,Indicator ID,Total,2010,2011,2012,2013,2014,2015,2016
302,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,22284,4,328,1028,1691,1724,1667,986
303,FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,22218,0,0,1226,1819,1776,1731,854
304,DerivativeAssets,22158,0,516,1017,1587,1714,1692,860
305,PrepaidExpenseAndOtherAssets,22155,1,889,1440,1522,1444,1416,673
306,OtherSalesRevenueNet,22134,6,918,1302,1379,1492,1519,762
307,AssetsFairValueDisclosure,22131,0,358,1384,1594,1636,1618,787
308,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,21990,2,556,1183,1688,1577,1556,768
309,AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,21972,6,974,1776,1655,1311,1124,478
310,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,21957,2,388,1353,1620,1660,1636,660
311,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,21630,1,404,1323,1641,1640,1591,610
312,HeldToMaturitySecuritiesFairValue,21624,0,730,1232,1388,1557,1566,735
313,NoninterestIncomeOtherOperatingIncome,21615,0,918,1465,1439,1398,1356,629
314,AvailableForSaleDebtSecuritiesAmortizedCostBasis,21531,0,138,734,891,1698,2492,1224
315,AccountsReceivableGrossCurrent,21420,2,512,1273,1585,1575,1499,694
316,AccountsPayableRelatedPartiesCurrent,21387,0,617,1216,1526,1559,1534,677
317,ImpairedFinancingReceivableUnpaidPrincipalBalance,21327,0,167,1270,1646,1636,1606,784
318,LoansAndLeasesReceivableGrossCarryingAmount,21228,1,327,1314,1618,1558,1529,729
319,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,21189,6,537,1252,1297,1358,1415,1198
320,DeferredRentCreditNoncurrent,21183,1,657,1196,1323,1482,1601,801
321,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,21096,2,347,1273,1539,1518,1531,822
322,IncomeTaxesPaidNet,21069,6,556,1299,1323,1324,1363,1152
323,IncreaseDecreaseInDeferredRevenue,21039,10,521,1365,1311,1337,1365,1104
324,DeferredRevenue,21012,3,524,1218,1492,1555,1535,677
325,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,20910,0,0,674,1758,1816,1806,916
326,LeaseAndRentalExpense,20868,4,410,985,1387,1597,1708,865
327,ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,20805,21,859,1258,1284,1309,1334,870
328,PaymentsOfDividendsCommonStock,20526,14,706,1227,1224,1289,1302,1080
329,NoninterestBearingDepositLiabilities,20523,0,837,1407,1380,1313,1283,621
330,DebtAndCapitalLeaseObligations,20397,1,499,1142,1434,1503,1548,672
331,DeferredTaxAssetsLiabilitiesNetCurrent,20376,1,210,862,1555,1910,1918,336
332,DeferredFinanceCostsNet,20364,0,442,1053,1269,1330,1549,1145
333,RestrictedCashAndCashEquivalentsNoncurrent,20325,2,820,1307,1286,1357,1366,637
334,OtherComprehensiveIncomeLossTax,20289,1,342,1019,1498,1564,1550,789
335,LineOfCreditFacilityAmountOutstanding,20238,3,837,2108,2498,1252,48,0
336,LineOfCreditFacilityRemainingBorrowingCapacity,20238,1,540,1330,1643,1487,1232,513
337,LongTermInvestments,20169,10,1049,1305,1252,1316,1217,574
338,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,20085,10,593,1196,1440,1426,1340,690
339,AccruedProfessionalFeesCurrent,20025,0,191,984,1396,1594,1702,808
340,BankOwnedLifeInsurance,19998,0,714,1286,1328,1349,1339,650
341,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,19932,2,464,1159,1460,1439,1383,737
342,ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,19803,1,406,1436,1656,1454,1274,374
343,GainLossOnSaleOfPropertyPlantEquipment,19782,9,641,1244,1304,1301,1266,829
344,CashAndCashEquivalentsFairValueDisclosure,19680,0,361,1198,1483,1498,1407,613
345,DividendsPayableCurrentAndNoncurrent,19275,2,422,1011,1333,1390,1511,756
346,OtherReceivables,19221,2,891,1298,1332,1260,1118,506
347,CommonStockValueOutstanding,19185,4,663,1326,1425,1349,1093,535
348,AssetRetirementObligation,19047,0,463,1178,1421,1427,1405,455
349,AmortizationOfDebtDiscountPremium,18936,1,444,1095,1276,1371,1301,824
350,AvailableForSaleSecuritiesGrossRealizedGains,18933,1,430,982,1384,1410,1359,745
351,NotesPayableRelatedPartiesClassifiedCurrent,18921,0,576,1079,1320,1380,1369,583
352,LongTermNotesPayable,18861,0,601,1147,1297,1408,1306,528
353,StockIssuedDuringPeriodSharesStockOptionsExercised,18828,1,205,869,1397,1464,1398,942
354,AvailableforsaleSecuritiesGrossUnrealizedGain,18726,0,821,3354,1987,75,3,2
355,DerivativeLiabilitiesNoncurrent,18639,1,814,1229,1236,1229,1142,562
356,ProductWarrantyAccrual,18600,2,469,1213,1388,1318,1228,582
357,RealEstateInvestmentPropertyNet,18507,0,641,1108,1213,1247,1312,648
358,DeferredTaxAssetsLiabilitiesNetNoncurrent,18447,1,295,862,1280,1368,1525,818
359,FinancingReceivableAllowanceForCreditLosses,18435,0,176,1169,1486,1367,1334,613
360,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,18342,0,0,918,1390,1506,1611,689
361,InformationTechnologyAndDataProcessing,18213,0,718,1191,1211,1190,1177,584
362,BusinessCombinationAcquisitionRelatedCosts,18108,2,511,933,1130,1316,1398,746
363,FederalHomeLoanBankStock,18048,0,663,1198,1239,1214,1171,531
364,IncreaseDecreaseInOtherOperatingLiabilities,18018,8,564,1217,1125,1107,1049,936
365,AvailableForSaleSecuritiesGrossUnrealizedLosses1,17925,0,805,3181,1915,74,0,0
366,PaymentsForProceedsFromOtherInvestingActivities,17871,10,677,1055,1045,1092,1123,955
367,AccountsPayableTradeCurrent,17856,6,618,1086,1177,1256,1221,588
368,PartnersCapital,17781,4,708,1198,1242,1155,1108,512
369,OtherExpenses,17589,0,560,1102,1250,1304,1122,525
370,BankOwnedLifeInsuranceIncome,17538,0,636,1140,1164,1173,1141,592
371,IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,17532,0,640,1212,1337,1195,1021,439
372,LeaseholdImprovementsGross,17268,3,482,1203,1346,1239,1104,379
373,CapitalLeasesFutureMinimumPaymentsDueInTwoYears,17262,0,308,1011,1279,1356,1398,402
374,CapitalLeaseObligations,17223,0,368,994,1208,1284,1304,583
375,GoodwillImpairedAccumulatedImpairmentLoss,17091,0,348,1003,1265,1268,1283,530
376,CapitalLeasesFutureMinimumPaymentsDue,17088,0,293,1001,1255,1360,1385,402
377,MarketingAndAdvertisingExpense,17079,1,643,1042,1149,1194,1131,533
378,CustomerDepositsCurrent,17046,4,664,1078,1141,1139,1104,552
379,GainLossOnDispositionOfAssets,16992,6,641,1063,1210,1158,1038,548
380,InterestIncomeSecuritiesTaxable,16950,0,701,1173,1115,1097,1050,514
381,OtherNoncashIncomeExpense,16929,0,263,1065,1105,1128,1159,923
382,IndefiniteLivedIntangibleAssetsExcludingGoodwill,16890,3,339,932,1227,1294,1283,552
383,ProceedsFromSaleOfPropertyPlantAndEquipment,16857,10,536,1127,1113,1056,993,784
384,InterestBearingDepositLiabilities,16842,0,693,1149,1111,1076,1067,518
385,DerivativeGainLossOnDerivativeNet,16827,0,247,557,1007,1440,1588,770
386,AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,16818,4,626,1723,2134,1070,49,0
387,AssetImpairmentCharges,16794,3,484,865,1125,1146,1252,723
388,Investments,16431,2,626,962,1025,1116,1160,586
389,InventoryGross,16419,1,282,995,1223,1254,1155,563
390,LinesOfCreditCurrent,16419,2,653,1049,1061,1094,1095,519
391,ImpairedFinancingReceivableAverageRecordedInvestment,16155,0,87,691,1304,1298,1291,714
392,OperatingCostsAndExpenses,16149,2,637,983,1084,1090,1065,522
393,IncreaseDecreaseInPrepaidExpense,16074,4,432,1145,1080,985,963,749
394,LoansAndLeasesReceivableNetOfDeferredIncome,16059,0,559,1068,1108,1050,1053,515
395,GainLossOnSaleOfSecuritiesNet,16050,0,729,1083,1049,1022,967,500
396,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,16044,0,0,0,0,1103,2752,1493
397,CapitalLeasesFutureMinimumPaymentsDueInThreeYears,16041,0,305,939,1185,1261,1284,373
398,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,16023,0,0,0,1,1081,2719,1540
399,InterestIncomeSecuritiesTaxExempt,15999,0,672,1102,1048,1022,992,497
400,DueToRelatedPartiesCurrentAndNoncurrent,15741,0,425,968,1193,1146,1041,474
401,FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,15732,0,139,963,1269,1205,1133,535
402,DueFromRelatedPartiesCurrent,15654,0,691,987,972,1048,1036,484
403,DefinedBenefitPlanNetPeriodicBenefitCost,15645,2,292,935,1243,1150,1054,539
404,DividendsPayableCurrent,15558,5,580,951,1036,1050,1056,508
405,DepositsAssetsNoncurrent,15504,1,560,1008,1038,1053,1028,480
406,GoodwillGross,15504,0,319,926,1135,1143,1150,495
407,PaymentsToAcquireProductiveAssets,15423,3,459,915,940,1047,1058,719
408,GainLossOnDerivativeInstrumentsNetPretax,15387,0,638,1031,1074,1006,924,456
409,ImpairedFinancingReceivableWithNoRelatedAllowanceRecordedInvestment,15366,0,0,748,1181,1244,1296,653
410,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,15351,0,0,0,605,1799,1799,914
411,AvailableForSaleSecuritiesCurrent,15342,3,636,974,948,991,1037,525
412,PrepaidTaxes,15336,2,590,944,1020,1035,1029,492
413,CapitalLeasesFutureMinimumPaymentsDueCurrent,15321,0,305,990,1207,1200,1166,239
414,RealEstateInvestmentPropertyAccumulatedDepreciation,15291,0,479,898,1008,1046,1108,558
415,ImpairedFinancingReceivableWithRelatedAllowanceRecordedInvestment,15270,0,0,754,1195,1232,1266,643
416,FinancingReceivableRecordedInvestmentEqualToGreaterThan90DaysPastDue,15207,0,127,1222,1588,1532,575,25
417,PropertyPlantAndEquipmentOther,14967,1,591,1019,1107,1014,891,366
418,AdvertisingExpense,14958,1,376,839,1101,1098,1059,512
419,ConvertibleNotesPayableCurrent,14955,0,418,774,1027,1139,1132,495
420,SecuredDebt,14952,0,512,963,1071,984,989,465
421,CashEquivalentsAtCarryingValue,14898,1,451,953,1131,1084,943,403
422,PreferredStockDividendsIncomeStatementImpact,14889,0,371,791,996,1111,1124,570
423,ClassOfWarrantOrRightOutstanding,14883,0,58,759,1175,1290,1185,494
424,FinancingReceivableRecordedInvestment30To59DaysPastDue,14793,0,98,1160,1558,1500,590,25
425,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,14706,0,0,364,1247,1294,1323,674
426,OperatingLeasesIncomeStatementLeaseRevenue,14694,0,481,849,922,999,1094,553
427,MarketableSecuritiesCurrent,14691,6,737,981,925,926,879,443
428,DefinedBenefitPlanInterestCost,14658,2,288,887,1167,1079,983,480
429,IncreaseDecreaseInOtherOperatingCapitalNet,14619,11,572,937,884,868,867,734
430,InvestmentIncomeNet,14616,2,588,932,983,954,939,474
431,InterestPaidNet,14598,4,410,878,957,935,925,757
432,FinancingReceivableRecordedInvestment60To89DaysPastDue,14580,0,103,1155,1527,1477,573,25
433,LiabilitiesFairValueDisclosure,14550,0,260,996,1095,1032,993,474
434,ProceedsFromPaymentsForOtherFinancingActivities,14544,8,522,831,842,894,925,826
435,ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,14526,0,0,0,441,1719,1784,898
436,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,14505,3,571,1083,1090,943,798,347
437,AvailableForSaleSecuritiesGrossRealizedLosses,14505,1,346,704,1015,1084,1092,593
438,AvailableForSaleSecuritiesFairValueDisclosure,14484,1,673,2576,1510,67,1,0
439,CurrentIncomeTaxExpenseBenefit,14460,0,469,877,1091,1051,891,441
440,TimeDeposits,14358,0,400,949,1008,1000,1026,403
441,DefinedBenefitPensionPlanLiabilitiesNoncurrent,14319,5,643,932,953,892,903,445
442,UnrealizedGainLossOnDerivatives,14313,0,450,964,1014,973,888,482
443,ProceedsFromSaleOfAvailableForSaleSecurities,14310,3,325,887,926,985,982,662
444,InterestIncomeExpenseNonoperatingNet,14304,0,339,715,844,937,1188,745
445,NotesReceivableNet,14235,0,343,872,1070,1031,969,460
446,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,14214,0,248,967,1111,1109,978,325
447,OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,14148,0,0,0,452,1718,1738,808
448,DebtInstrumentFairValue,14142,5,626,941,980,939,852,371
449,IncreaseDecreaseInAccruedIncomeTaxesPayable,14127,14,545,966,916,838,812,618
450,OtherReceivablesNetCurrent,14100,0,408,819,938,1006,1043,486
451,NoncurrentAssets,14085,0,226,838,1084,1091,1085,371
452,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,14049,0,0,0,575,1661,1636,811
453,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,13995,2,484,907,983,975,882,432
454,CapitalLeasesFutureMinimumPaymentsDueInFourYears,13956,0,288,828,1031,1086,1112,307
455,PaymentsToAcquireBusinessesNetOfCashAcquired,13929,14,525,828,807,851,911,707
456,DividendsCommonStockCash,13803,5,437,822,826,875,907,729
457,AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,13749,3,397,558,679,1080,1301,565
458,SecuritiesSoldUnderAgreementsToRepurchase,13737,0,513,887,926,912,907,434
459,PaymentsOfDividends,13593,4,392,777,804,907,925,722
460,CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,13407,0,262,778,997,1077,1054,301
461,OtherComprehensiveIncomeLossBeforeTax,13341,0,0,423,1140,1171,1147,566
462,ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,13317,0,208,944,1050,1033,908,296
463,InterestAndOtherIncome,13230,0,430,834,980,960,828,378
464,ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,13221,11,531,785,819,851,835,575
465,OtherInterestAndDividendIncome,13191,0,594,917,852,834,796,404
466,FinancingReceivableModificationsRecordedInvestment,13179,0,88,759,1005,1033,1020,488
467,ImpairedFinancingReceivableInterestIncomeAccrualMethod,13128,0,73,555,1037,1077,1061,573
468,GeneralPartnersCapitalAccount,13128,4,521,874,906,865,838,368
469,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,13113,0,23,406,965,1059,1107,811
470,AccrualForTaxesOtherThanIncomeTaxesCurrent,13104,3,332,723,937,997,954,422
471,LoansReceivableHeldForSaleNet,13047,0,668,1144,1153,1025,343,16
472,DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,12999,0,296,872,972,1025,1046,122
473,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,12990,0,259,863,1014,1037,1027,130
474,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,12867,2,491,736,843,871,924,422
475,EquipmentExpense,12840,0,544,888,840,829,802,377
476,IncreaseDecreaseInRestrictedCash,12834,5,331,839,806,812,782,703
477,AccruedSalariesCurrent,12801,0,252,642,922,977,1005,469
478,LimitedPartnersCapitalAccount,12765,4,522,849,870,840,819,351
479,RealEstateInvestmentPropertyAtCost,12723,0,380,705,815,879,970,492
480,PaymentsToAcquireAvailableForSaleSecurities,12717,3,322,870,810,776,773,685
481,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,12699,3,218,684,994,961,857,516
482,DebtInstrumentFaceAmount,12660,0,300,779,908,926,895,412
483,DebtInstrumentInterestRateStatedPercentage,12642,2,302,927,1105,951,668,259
484,ProceedsFromIssuanceOfLongTermDebt,12582,3,400,743,801,766,808,673
485,IntangibleAssetsNetIncludingGoodwill,12576,0,2,429,829,1103,1228,601
486,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,12567,2,192,607,961,952,912,563
487,OtherOperatingIncomeExpenseNet,12549,0,245,588,826,979,979,566
488,ProductWarrantyAccrualClassifiedCurrent,12528,4,327,773,879,859,891,443
489,OperatingLeasesRentExpenseNet,12453,0,56,483,881,978,1124,629
490,DepositsSavingsDeposits,12423,0,365,822,866,865,850,373
491,DefinedBenefitPlanExpectedReturnOnPlanAssets,12369,2,258,756,968,902,828,409
492,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,12345,4,1773,2288,47,3,0,0
493,OtherNonoperatingExpense,12342,3,591,833,859,791,720,317
494,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,12306,0,0,297,1013,1010,1020,762
495,AccruedIncomeTaxesNoncurrent,12300,11,574,811,808,786,760,350
496,AccruedLiabilitiesCurrentAndNoncurrent,12285,1,454,828,855,803,807,347
497,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,12213,16,2216,1792,33,13,1,0
498,CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,12207,0,245,741,926,974,929,254
499,MarketableSecurities,12132,0,459,729,796,836,828,396
500,DerivativeAssetsCurrent,12114,0,539,788,765,735,798,413
501,SharePrice,12108,0,0,572,902,1066,1038,458
502,InterestIncomeOperating,12099,2,491,779,802,783,765,411
503,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,12066,0,0,282,1014,1015,1003,708
504,WeightedAverageNumberOfSharesIssuedBasic,12060,1,245,707,931,892,838,406
505,InterestExpenseBorrowings,12024,0,477,785,801,809,760,376
506,ProvisionForLoanLeaseAndOtherLosses,12009,0,283,697,938,835,838,412
507,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,11910,1,188,660,871,895,913,442
508,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,11898,1,199,660,951,890,778,487
509,CommitmentsAndContingencies,11889,0,485,913,790,820,676,279
510,CapitalExpendituresIncurredButNotYetPaid,11835,2,203,560,683,780,908,809
511,InventoryRawMaterialsAndSupplies,11832,4,407,729,797,816,792,399
512,InterestAndDebtExpense,11793,5,576,724,785,743,718,380
513,IntangibleAssetsGrossExcludingGoodwill,11787,0,0,4,526,1215,1452,732
514,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,11715,0,180,796,963,932,905,129
515,DefinedBenefitPlanServiceCost,11673,2,241,712,907,862,786,381
516,LiabilityForUncertainTaxPositionsNoncurrent,11673,2,394,706,813,796,824,356
517,DeferredTaxAssetsInventory,11595,0,226,760,925,919,887,148
518,CapitalLeasesFutureMinimumPaymentsDueInFiveYears,11580,0,264,688,854,908,913,233
519,AccruedInvestmentIncomeReceivable,11559,0,551,794,764,732,693,319
520,InterestExpenseOther,11538,1,386,638,745,817,821,438
521,GainLossOnSalesOfLoansNet,11487,0,395,726,766,750,790,402
522,AccrualForEnvironmentalLossContingencies,11376,0,342,652,803,812,821,362
523,AmortizationOfFinancingCostsAndDiscounts,11349,4,239,641,702,734,800,663
524,FinancingReceivableAllowanceForCreditLossesWriteOffs,11346,0,73,539,963,904,871,432
525,IncrementalCommonSharesAttributableToCallOptionsAndWarrants,11340,1,169,539,798,929,911,433
526,OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,11295,0,0,253,542,940,1226,804
527,AllowanceForLoanAndLeaseLossesWriteOffs,11280,0,112,496,884,908,898,462
528,DisposalGroupIncludingDiscontinuedOperationRevenue,11268,1,215,718,1076,921,601,224
529,DividendsPreferredStock,11199,0,453,759,799,713,669,340
530,GainLossOnInvestments,11190,1,458,700,719,698,742,412
531,ImpairedFinancingReceivableWithNoRelatedAllowanceUnpaidPrincipalBalance,11136,0,0,548,861,898,936,469
532,FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,11133,0,127,596,848,892,848,400
533,ImpairedFinancingReceivableWithRelatedAllowanceUnpaidPrincipalBalance,11124,0,0,545,871,906,929,457
534,AvailableForSaleSecuritiesGrossRealizedGainLossNet,11073,0,254,589,778,814,789,467
535,SellingExpense,11055,0,503,732,762,734,649,305
536,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,11040,0,4,273,876,968,1027,532
537,CommonStockNoParValue,11007,4,462,611,667,726,811,388
538,RealEstateAcquiredThroughForeclosure,10977,0,400,755,755,719,695,335
539,AllocatedShareBasedCompensationExpenseNetOfTax,10974,0,237,693,815,810,743,360
540,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,10971,1,170,567,889,843,741,446
541,FeesAndCommissionsOther,10962,0,449,724,758,707,680,336
542,RevenueFromRelatedParties,10893,0,260,542,750,839,834,406
543,UnrecognizedTaxBenefitsInterestOnIncomeTaxesAccrued,10893,2,415,782,826,728,666,212
544,OtherGeneralAndAdministrativeExpense,10893,0,428,783,815,722,607,276
545,LoansAndLeasesReceivableDeferredIncome,10884,0,134,635,809,819,832,399
546,CommonStockCapitalSharesReservedForFutureIssuance,10884,1,153,601,754,860,922,337
547,IncreaseDecreaseInInterestPayableNet,10875,0,240,763,710,701,690,521
